ra_simbad,dec_simbad,Identifier
10.689724558058668,-69.67862650863,CD-69 783
11.13552625647,-63.69636410871,TYC 8962-1747-1
11.864023392125999,-64.1243789994,TYC 8981-807-1
11.928609474525999,-56.62544326193,PM J11557-5637
11.932696435088,-52.9002543433,CPD-52 5025
12.20223635459,-65.91527204605,TYC 8986-3110-1
12.213558861921333,-62.50888072847,ASAS J121248-6230.4
12.213558861921333,-62.50888072847,ASAS J121248-6230.4
12.348474504452001,-64.95670883421,2MASS J12205449-6457242
12.348474504452001,-64.95670883421,2MASS J12205449-6457242
12.446787098114001,-52.25200683184,TYC 8243-1939-1
12.508217676599333,-52.37415799581,TYC 8243-2975-1
12.559392337711333,-57.23515659496,CPD-56 5307
12.559392337711333,-57.23515659496,CPD-56 5307
12.604912184980666,-50.711692155790004,CPD-50 5313
12.656419922082,-72.7344334688,TYC 9236-254-1
12.763565038801334,-54.18292179495,TYC 8647-324-1
12.763565038801334,-54.18292179495,TYC 8647-324-1
12.796736048958666,-54.52519732815,TYC 8651-442-1
12.796736048958666,-54.52519732815,TYC 8651-442-1
12.847621499259334,-51.94314634096,V* V1257 Cen
12.847621499259334,-51.94314634096,V* V1257 Cen
13.115109966264667,-45.69200502461,2MASS J13065439-4541313
13.393299604537999,-47.312952072989994,TYC 8252-533-1
13.575524456614666,-42.15852507722,CD-41 7947
13.575524456614666,-42.15852507722,CD-41 7947
13.673762018336,-46.564262772419994,TYC 8261-1690-1
13.673762018336,-46.564262772419994,TYC 8261-1690-1
13.765552886485333,-52.37374506794,CD-51 7721
13.765552886485333,-52.37374506794,CD-51 7721
13.911693488431334,-48.34939159782,CD-47 8710
13.911693488431334,-48.34939159782,CD-47 8710
14.013806698198668,-42.615812247950004,CD-41 8368
14.100116567782667,-41.206921013750005,TYC 7807-677-1
14.213033079541999,-38.52281319785,CD-37 9234
14.314796321196,-48.458736354710005,CD-47 9039
14.362163016335334,-46.86898233403,TYC 8277-192-1
14.413275715762,-50.69261889811,TYC 8289-1388-1
14.634305886724666,-49.53396104769,GSC 08287-00714
14.648446236804,-43.17285172376,CD-42 9515
15.131710626695334,-47.50802565737,TYC 8297-3606-1
15.212353410239333,-31.28006681671,CD-30 12033
15.526147879587334,-36.041302218329996,CD-35 10352
15.691982244845333,-53.50825456217,TYC 8696-1949-1
15.94556014163714,-42.70837199180667,2MASS J15564402-4242301
15.94556014163714,-42.70837199180667,2MASS J15564402-4242301
16.019641871052,-48.07883642008,CD-47 10494
16.097799541393332,-34.65920481218,CD-34 10750
16.497199767598,-27.480531143399997,CD-27 10964
16.589575766666666,-33.481362000000004,CD-33 11275
16.647072620778665,-27.59153029828,CD-27 11045
13.296352833928,-44.94819663395,UNSW-V 514
13.320475616569333,-45.109099131360004,UNSW-V 517
14.704417768925333,-41.00513617242,ASAS J144214-4100.4
11.538419884436,-30.33107160295,TWA 30
11.991075128988,-45.17201238882,TWA 45
16.310343347416666,-24.08962391419,CD-23 12840A
13.762288384391333,-49.08054134444,2MASS J13454424-4904500
16.61032322518867,-23.66698958213,UCAC2 22258293
14.129980489603334,-39.76187973888,ASAS J140748-3945.7
16.087770728088,-11.967720819,TYC 5620-723-1
15.974585269024,-16.17717999801,TYC 6187-1442-1
15.526988123283335,-21.9469358046,TYC 6196-1611-1
16.213003717345334,-22.22547477181,TYC 6213-85-1
15.364558854168,-28.71062573454,TYC 6775-1218-1
16.009212309682667,-27.43849650619,TYC 6787-1267-1
16.510669060052,-24.30869336559,TYC 6795-600-1
16.341621559977998,-27.27338581146,TYC 6802-810-1
16.531519736439332,-26.60471004172,2MASS J16315346-2636169
16.405167578671332,-28.913196970669997,2MASS J16241860-2854475
14.933336322187333,-31.41613236552,TYC 7298-1077-1
15.871150685912001,-32.31251453722,TYC 7332-167-1
16.341472153974667,-32.90267939466,2MASS J16202930-3254096
11.282973090188667,-44.106226763820004,TYC 7738-1638-1
13.64704745452,-42.62317644967,TYC 7796-286-1
13.64704745452,-42.62317644967,TYC 7796-286-1
13.720267885756,-41.92683287864,TYC 7797-615-1
13.634988674279999,-43.74901283483,TYC 7800-858-1
13.634988674279999,-43.74901283483,TYC 7800-858-1
13.826396241042,-44.86957424311,TYC 7801-1053-1
14.655726115654668,-39.091161812230006,TYC 7806-1040-1
14.245769965786,-42.122911998,TYC 7812-465-1
14.148910133911999,-44.06358847406,TYC 7815-1041-1
14.206807129993999,-43.454160464900006,TYC 7816-859-1
15.174874312579332,-39.04906221557,TYC 7822-2509-1
15.14853507797,-43.053823224329996,TYC 7829-2168-1
15.207501317469333,-44.89401364695,TYC 7834-255-1
15.219080701562,-44.837716271480005,TYC 7834-783-1
15.466984090908667,-37.86001938516,TYC 7835-4-1
15.44614167042,-38.82217320072,TYC 7835-1429-1
15.445576390012,-38.833009298650005,TYC 7835-2042-1
15.832892522434,-43.110304583520005,TYC 7845-55-1
16.139054492340666,-41.16397790523,TYC 7855-67-1
12.529113668889334,-48.14674823303,TYC 8235-2143-1
12.157379297866667,-49.396868935309996,TYC 8237-1980-1
12.681828832274666,-50.53198215453,TYC 8240-182-1
12.150625914392666,-51.344719067940005,ASAS J120900-5120.8
12.291137246889333,-51.37263113126,TYC 8242-1079-1
12.630233562576667,-52.16285964855,2MASS J12374883-5209463
12.680487999291334,-50.802147308049996,TYC 8244-550-1
13.594674518426,-48.30344573704,TYC 8265-229-1
13.942970086801333,-49.12080601576,TYC 8271-864-1
13.942970086801333,-49.12080601576,TYC 8271-864-1
15.334047252084668,-46.64280259202,TYC 8294-327-1
15.062125642284668,-51.94217419556,TYC 8305-1737-1
16.290868931648667,-50.38925636116,TYC 8319-1530-1
10.811895888790001,-54.70914332633,TYC 8618-427-1
11.261508792361333,-55.18563437221,TYC 8620-489-1
11.448043254816668,-58.77744319117,TYC 8629-386-1
11.990441760273832,-54.129051849176946,TYC 8631-489-1
12.231018378356,-54.331338790260006,TYC 8633-2476-1
12.236527909716,-54.93395705264,TYC 8637-2220-1
11.965817135672,-58.358125255640005,TYC 8643-152-1
12.81292253183,-54.29261105957,TYC 8647-403-1
12.85114831329,-52.89224543739,TYC 8647-2425-1
12.652197448174,-58.19981999154,TYC 8658-174-1
14.281653695282667,-53.936060435159995,TYC 8678-1562-1
10.156067179332,-67.61058498707999,TYC 9210-1484-1
14.31233514172,-58.83458350459,TYC 8690-2876-1
12.789432377272666,-68.14446249377,TYC 9228-1355-1
12.789432377272666,-68.14446249377,TYC 9228-1355-1
15.140985114630666,-58.02278866679,TYC 8702-17-1
15.367936945366,-56.57629376098,TYC 8703-1058-1
14.487451372779999,-67.87246051574999,TYC 9257-162-1
11.05875027777778,-63.36609166666667,TYC 8962-1373-1
10.904826838995334,-64.68090494948001,TYC 8966-142-1
10.924684128537999,-66.48742214933,TYC 8970-1170-1
11.872894573036,-61.93377664747,TYC 8977-9124-1
11.872658428612667,-64.74172560625,TYC 8981-1580-1
12.396524299591999,-64.04858922861,TYC 8983-854-1
12.396524299591999,-64.04858922861,TYC 8983-854-1
12.411646507536666,-64.61708239485999,TYC 8983-2153-1
11.717929784841333,-67.23919306091,TYC 8985-607-1
13.420035080696666,-64.93908027213,TYC 8998-760-1
13.562250891479334,-63.99291613532,2MASS J13334410-6359345
13.463539173286666,-66.38022543670999,TYC 9003-1880-1
14.099155128314667,-61.8201856262,TYC 9005-3316-1
14.336675020654667,-53.66491614221,2MASS J14201202-5339537
12.169627993982665,-48.92987667446,1RXS J121010.3-485538
12.169627993982665,-48.92987667446,1RXS J121010.3-485538
12.454622520133999,-62.65393800415,2MASS J12271665-6239142
12.454622520133999,-62.65393800415,2MASS J12271665-6239142
12.866833929434668,-56.26602831621,2MASS J12520059-5615576
16.86968428,-33.99263,ASAS J165211-3359.4
17.328348265520667,-46.25768595106,WRAY 15-1674
12.086815910774668,-53.52317588375,ASAS J120513-5331.4
12.086815910774668,-53.52317588375,ASAS J120513-5331.4
12.139055555555554,-58.83752777777778,[SZB2012] 8
12.374679749648001,-57.65338332589,2MASS J12222884-5739121
12.377757977674667,-60.3401110575,2MASS J12223992-6020244
12.793329336192,-50.84774175076,2MASS J12473599-5050518
12.853475245448667,-56.51292122244,2MASS J12511246-5630467
12.932206618800667,-53.92532995589,2MASS J12555594-5355311
14.84278888888889,-34.98225,[SZB2012] 73
15.561256978872,-39.296343952259996,UPM J1533-3917
17.41486388888889,-39.2455,[SZB2012] 96
18.309834735355334,-37.170193342329995,UPM J1818-3710
10.987225777777777,-61.32073611111112,HD 95324
16.593188274034,-25.68876176832,UCAC2 21344828
12.747080079023332,-49.31320486145,UCAC2 10636044
15.921170849165332,-13.92044604199,UCAC2 26906267
13.166336329182,-45.46078416475,UCAC2 12444765
12.790580636092667,-54.75433681299,2MASS J12472609-5445156
13.175680624536666,-48.28435622512,ASAS J131033-4816.9
13.864866515482,-48.78071405268,UCAC3 83-165990
13.097464718242668,-53.07173937795,ASAS J130550-5304.2
13.342518285393334,-49.46430986351,UCAC2 10642560
16.10901592782667,-22.14014931698,2MASS J16063245-2208245
16.259963696367333,-25.48361541521,2MASS J16153587-2529008
16.17017861400667,-21.07903583776,2MASS J16101264-2104446
15.786287572042667,-17.60674525665,2MASS J15471063-1736244
15.885231306805332,-22.788162910830003,2MASS J15530683-2247174
16.127793907284666,-21.811869284380002,2MASS J16074006-2148426
16.161029016079997,-22.01294595034,2MASS J16093969-2200466
16.28112517914333,-21.90655333912,2MASS J16165205-2154235
10.012122002222666,-65.37095827322999,ASAS J100042-6522.3
16.440933471167334,-27.947415910420002,CD-27 10938
16.167558121122667,-50.43669250102,CD-50 10181
15.949736696893334,-39.5619362932,CD-39 10243
15.583456501304667,-39.25398925834,CD-38 10478
15.307477558846667,-37.63390836753,V* LW Lup
15.997086348930665,-36.47441789142,CD-36 10569
16.033106123356667,-36.21544020582,V* NN Lup
16.641928076707444,-39.152330701848335,V* V1062 Sco
16.303075238122002,-29.18684029033,CD-28 12034
16.126361405326,-24.7614683164,HD 144610
16.17199706202867,-25.04172911299,[PZ99] J161019.1-250230
12.322677167136,-64.90286706509,CPD-64 1859
12.473720720346,-63.34964945505,CD-62 657
12.66054287262,-57.5279431819,CD-56 4581
13.531557372304,-51.225905568520005,HD 117524
12.266989645055334,-56.23528440913,PM J12160-5614
12.797742556207334,-51.44394659524,V* V940 Cen
14.622377694644001,-44.168164850219995,CD-43 9198
14.878328578042668,-41.69867958919,CD-41 9236
14.803665971390668,-41.04975370496,RX J1448.2-4103
14.472046428959333,-42.326138830510004,CD-41 8792
12.802164629888667,-44.65466530293,HD 111227
15.800812275555334,-29.143611072989998,CD-28 11578
16.174689006815335,-22.2299554001,HD 145208
15.972376262468,-18.62364856667,HD 142987
16.136338187141334,-19.07997718036,ASAS J160811-1904.9
18.845689730201332,-31.796495001420002,CD-31 16041
13.204902305555555,-55.14053805555555,2MASS J13121764-5508258
14.362502863524666,-54.484492694400004,2MASS J14214499-5429040
15.950655462197332,-19.84500844113,2MASS J15570234-1950419
15.467561226731334,-26.00093672104,RX J1528.0-2600
15.371185145996668,-26.87366830749,V* PX Lib
15.833114090428666,-36.49928845559,V* MV Lup
15.467468890224668,-37.852430854830004,TYC 7835-328-1
15.733071370664668,-26.38102418118,2MASS J15435905-2622516
15.86259794577,-24.9476037556,UCAC2 21792082
16.043928683144667,-25.69414648873,UCAC2 21339622
16.158109897628666,-18.88155624844,UCAC2 24614911
16.171470473515335,-19.17394517202,2MASS J16101729-1910263
16.174037868040667,-27.94151976492,UCAC3 125-189831
16.195518392569333,-25.44305844415,UCAC2 21567782
16.228794541137997,-22.249855924880002,2MASS J16134366-2214594
17.859506042747334,-48.91552760727,ASAS J175134-4854.9
10.187564660618,-66.34117922172,UCAC2 2699793
14.504058832089333,-45.34102508464,UCAC3 90-179634
12.242184724037333,-51.171023459169994,2MASS J12143187-5110156
16.568292863019334,-26.978950733999998,2MASS J16340585-2658441
16.586633976119998,-28.76446986106,2MASS J16351188-2845520
10.526976749049334,-69.03299832299,1RXS J103137.1-690205
11.747824716794666,-64.64858607077001,ASAS J114452-6438.9
11.755603190975334,-57.819294211320006,1RXS J114519.6-574925
12.114655261710666,-50.74622187798,1RXS J120652.1-504448
12.176959444688666,-57.45577805832,UCAC4 163-088245
12.294574569057334,-50.00741672052,1RXS J121740.3-500040
12.333165513950666,-50.311285241899995,UCAC4 199-067421
12.348851686922668,-65.57680601291,1RXS J122053.2-653418
12.444261692336001,-61.22792914285,1RXS J122638.4-611340
12.627050861708668,-51.71985411558,ASAS J123739-5143.0
12.653905655274,-54.91299524275,ASAS J123911-5454.9
12.700156199999999,-57.9968337,1RXS J124158.5-575959
12.845820726666668,-56.9135762,1RXS J125044.2-565440
12.908473035102666,-50.53010407903,1RXS J125431.4-503123
13.019023528314667,-59.03159178209,UCAC4 155-108877
13.031768079056668,-42.828372964230006,1RXS J130154.9-424951
13.058053651282668,-47.38781054625,ASAS J130329-4723.3
13.120305110735334,-59.86973780289,RX J1307.1-5952
13.20516803628,-54.65152707161,UCAC4 177-101056
13.223129922770667,-54.70434181566,1RXS J131321.6-544217
13.298096048063334,-50.98006282048,1RXS J131752.0-505845
13.488239135485333,-46.23974483172,1RXS J132918.8-461419
13.496041274783332,-48.74354046747,2MASS J13294575-4844366
13.573503803847332,-65.29647066064,IRAS 13309-6502
13.611362900636665,-40.72666640892,1RXS J133641.1-404324
13.682180818798583,-42.74736906511139,UCAC4 237-066142
13.842743838721335,-48.17085224911,1RXS J135032.1-481020
13.923755582017332,-47.11569136146,2MASS J13552552-4706563
13.941572336238,-38.65352051657,UCAC4 257-066343
13.964186481976666,-44.53005920245,ASAS J135749-4431.8
14.003279694852667,-42.5093060509,2MASS J14001181-4230334
14.008861016801333,-64.27347167393,UCAC4 129-102647
14.358474473333333,-38.7570084,1RXS J142131.4-384540
14.368701026256,-54.284912113269996,2MASS J14220732-5417055
14.378788242187333,-46.46818136916,ASAS J142241-4627.8
14.536447391029332,-58.43495088813,1RXS J143211.0-582630
14.581145455475333,-40.07945027067,2MASS J14345213-4004459
14.635724906666667,-43.3668681,1RXS J143808.2-432214
14.740379772903333,-43.498694350950004,1RXS J144426.7-432954
14.962486482424666,-41.69427378867999,ASAS J145744-4141.6
14.97706812,-39.2509375,ASAS J145837-3915.1
14.979367326569333,-33.25289184537,CD-32 10508A
15.06448018,-39.1078506,ASAS J150352-3906.6
15.095622075040001,-33.21413753819,1RXS J150545.4-331300
15.232825404458,-46.48736643599,[KWS97] TTS 15
15.255160301869333,-41.77653189295,1RXS J151517.3-414647
15.256382373333333,-54.685820899999996,1RXS J151522.7-544115
15.286343944363999,-34.572102821040005,2MASS J15171083-3434194
15.321684003152667,-29.722335533419997,1RXS J151917.7-294331
15.399429846332666,-36.332940901840004,UCAC4 269-079228
15.441126763515333,-55.83248491292,1RXS J152625.8-555006
15.499055460798,-31.59577177721,ASAS J152957-3135.6
15.599657692422667,-44.943168220699995,2MASS J15355876-4456355
15.611361686666667,-29.3995706,UCAC4 304-081525
15.774886060776668,-52.289957270369996,CPD-51 8536
15.775295757854002,-52.28289546074,UCAC4 189-117742
15.803191498156668,-47.208315280620006,ASAS J154812-4712.7
15.803608331685334,-23.83122543281,UCAC4 331-079518
15.850395110013332,-15.807954569540001,1RXS J155102.2-154834
15.873858184618667,-39.34757663469,1RXS J155226.9-392056
15.962116830508666,-41.72717502259,1RXS J155744.8-414353
15.970763285213334,-40.48817073265,ASAS J155814-4029.5
15.986395220235332,-18.84562749066,1RXS J155912.5-185104
16.066210955746,-17.85117723934,1RXS J160357.4-175051
16.103395361123336,-45.12097233935,1RXS J160610.6-450735
16.106538413333336,-18.2385725,1RXS J160623.9-181408
16.126020605278,-37.99006241949,1RXS J160733.9-375909
16.133385918479334,-41.26996411096,1RXS J160800.6-411610
16.169917633333334,-32.4433273,ASAS J161012-3226.3
16.214626598054664,-23.33221660827,UCAC4 334-080562
16.221488449848,-29.372313978210002,UCAC4 304-087700
16.233431954387335,-21.14553494113,2MASS J16140035-2108439
16.244124292769335,-25.41669140855,ASAS J161439-2524.9
16.270629633333332,-26.7208495,1RXS J161616.1-264300
16.298802853221336,-38.470333717310005,UCAC4 258-095735
16.320047555866665,-25.84392589005,1RXS J161912.2-255015
16.398567573333334,-33.2102889,UCAC4 284-089365
16.449168238790666,-30.539822887150002,UCAC4 298-095604
16.449168238790666,-30.539822887150002,UCAC4 298-095604
16.449343598929335,-30.541070609170003,TYC 7344-788-1
16.449343598929335,-30.541070609170003,TYC 7344-788-1
16.473481809975333,-47.67765309432,1RXS J162824.8-474027
16.484958807117334,-31.7569539143,2MASS J16290585-3145250
16.518991605015334,-26.851722268350002,2MASS J16310837-2651062
16.793640509269334,-20.240815728130002,2MASS J16473710-2014268
10.795060583668,-55.17066195186,2MASS J10474221-5510143
10.986716746666666,-64.6358823,UCAC4 127-040152
11.24891107775,-71.02863674658,2MASS J11145608-7101430
11.730288299613333,-69.07311644712999,2MASS J11434903-6904232
11.814619727923334,-56.962245165000006,2MASS J11485263-5657441
12.221832307506666,-48.26634362031,2MASS J12131860-4815588
12.372777907152,-51.24058941762,2MASS J12222200-5114260
12.423729438041999,-53.899119365909996,2MASS J12252542-5353568
12.476606177812666,-49.80059685123,2MASS J12283577-4948021
12.587705229156,-49.331079690310006,2MASS J12351574-4919517
12.653634704318668,-54.48479901417,2MASS J12391307-5429052
12.728121011632666,-42.068235971440004,2MASS J12434124-4204055
13.470857266666666,-44.777142,2MASS J13281508-4446377
13.486008061709999,-47.9318451474,2MASS J13290963-4755545
13.747993173869999,-68.00922126413,2MASS J13445275-6800331
13.753665,-61.470818,2MASS J13451319-6128149
13.971702664595334,-45.067871858240004,2MASS J13581812-4504043
14.0300664,-41.007339,2MASS J14014823-4100264
14.030613303657335,-40.98988846708,2MASS J14015020-4059234
14.336698157536667,-49.28957809848,2MASS J14201211-4917224
14.704085987276667,-59.86238238228,2MASS J14421471-5951445
14.725904163328,-52.689284458859994,2MASS J14433325-5241213
14.953386422626,-31.13322629592,2MASS J14571217-3107596
15.044009199757333,-41.936255345439996,2MASS J15023844-4156105
15.059098464948667,-30.56211197931,2MASS J15033281-3033435
15.078380019126666,-30.31531567537,2MASS J15044217-3018552
15.182845333333333,-39.447252299999995,CD-38 10027
15.368729161854,-39.50393184527,2MASS J15220743-3930140
15.373470672472667,-33.62645914374,2MASS J15222449-3337352
15.384734857124666,-36.45817666912,2MASS J15230505-3627294
15.394827083902,-40.07931759608,2MASS J15234137-4004455
15.413170465838,-42.9664742575,2MASS J15244741-4257591
15.573034972222223,-25.2440925,CD-24 12167
15.617391282455333,-29.71198465505,2MASS J15370261-2942430
15.620051778309334,-26.74765041463,2MASS J15371218-2644516
15.622197637642667,-30.68753292115,2MASS J15371991-3041150
15.706627694417332,-46.429760287819995,2MASS J15422385-4625471
15.718531879273334,-46.71846456482,2MASS J15430669-4643064
15.727649241122,-29.150994015029998,2MASS J15433953-2909035
15.798820785977334,-23.00923405532,2MASS J15475575-2300331
15.818521482078,-18.21982022021,2MASS J15490667-1813113
15.993628755086666,-32.928204687539996,2MASS J15593706-3255414
16.03213335831333,-24.20917631322,2MASS J16015568-2412329
16.104074049217335,-44.220420130680004,2MASS J16061466-4413135
16.148441988538668,-41.81011483965,2MASS J16085438-4148364
16.257863702442666,-34.04219269277,2MASS J16152831-3402319
16.261861660134667,-29.01712102603,2MASS J16154270-2901016
16.301331974270667,-22.410963538889998,CD-22 11485
16.409490343218,-26.11018469771,2MASS J16243416-2606367
16.456591952362665,-28.92465647275,2MASS J16272373-2855286
16.484574000000002,-26.01083,2MASS J16290446-2600389
16.543796897655334,-45.6985162828,2MASS J16323765-4541547
16.60502804675667,-18.4759040241,2MASS J16361809-1828333
16.66527528362133,-23.46689652456,2MASS J16395498-2328007
16.766031100923332,-43.35125027449,2MASS J16455772-4321044
16.86686041674667,-21.38202962725,2MASS J16520069-2122553
16.90670936226333,-25.00558851634,1RXS J165424.2-250018
